Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
UNC Greensboro,77,26,49,0.5306122448979592,52.46455597015949,62,9.535444029840516,15,21,0.7142857142857143,15.117512613142953,15,-0.11751261314295403,67.58206858330244,77,9.417931416697563
UNC Asheville,82,29,56,0.5178571428571429,55.80396473582051,67,11.196035264179493,15,21,0.7142857142857143,15.117512613142953,15,-0.11751261314295414,70.92147734896346,82,11.07852265103654
