Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Abilene Christian,49,17,55,0.3090909090909091,55.899889248256464,39,-16.89988924825647,10,19,0.5263157894736842,13.67773616510224,10,-3.6777361651022407,69.5776254133587,49,-20.577625413358717
Texas State,63,21,46,0.45652173913043476,46.12916341790124,47,0.8708365820987616,16,22,0.7272727272727273,15.837378717486803,16,0.16262128251319585,61.96654213538804,63,1.0334578646119563
