Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
UNC Asheville,73,25,50,0.5,48.07740363764556,61,12.922596362354444,12,23,0.5217391304347826,16.55725956828166,12,-4.557259568281659,64.63466320592721,73,8.365336794072785
Western Carolina,80,26,62,0.41935483870967744,61.6253119147554,57,-4.625311914755398,23,29,0.7931034482758621,20.876544673050788,23,2.123455326949212,82.50185658780619,80,-2.5018565878061882
