Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Loyola Maryland,82,32,56,0.5714285714285714,56.395448136494,70,13.604551863506003,12,16,0.75,11.518093612717676,12,0.48190638728232416,67.91354174921167,82,14.086458250788326
Fairfield,85,34,69,0.4927536231884058,67.32487102938259,74,6.675128970617406,11,19,0.5789473684210527,13.67773616510224,11,-2.67773616510224,81.00260719448482,85,3.9973928055151657
