Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
UT Arlington,74,29,57,0.5087719298245614,56.33630930879228,64,7.663690691207724,10,12,0.8333333333333334,8.638570209538257,10,1.3614297904617434,64.97487951833052,74,9.025120481669468
Weber State,73,26,54,0.48148148148148145,51.88727707274114,58,6.112722927258856,15,17,0.8823529411764706,12.237974463512531,15,2.762025536487469,64.12525153625367,73,8.874748463746325
