Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
San Francisco,70,22,55,0.4,54.66588514256175,54,-0.6658851425617525,16,25,0.64,17.997021269871368,16,-1.9970212698713683,72.66290641243312,70,-2.6629064124331223
Memphis,76,26,66,0.3939393939393939,66.52826323293021,62,-4.528263232930216,14,26,0.5384615384615384,18.716902120666223,14,-4.716902120666225,85.24516535359643,76,-9.24516535359644
