Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Radford,82,28,74,0.3783783783783784,72.417668989558,62,-10.417668989558003,20,30,0.6666666666666666,21.596425523845642,20,-1.5964255238456422,94.01409451340363,82,-12.014094513403643
Cleveland State,87,24,54,0.4444444444444444,54.9341164690305,57,2.065883530969501,30,46,0.6521739130434783,33.11451913656332,30,-3.1145191365633185,88.04863560559382,87,-1.0486356055938169
