Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
James Madison,79,32,66,0.48484848484848486,61.613118157002084,71,9.386881842997914,8,14,0.5714285714285714,10.078331911127966,8,-2.0783319111279663,71.69145006813005,79,7.308549931869946
Long Island University,88,36,61,0.5901639344262295,59.0536718396346,79,19.94632816036539,9,15,0.6,10.798212761922821,9,-1.7982127619228214,69.85188460155743,88,18.148115398442567
