Team,Player,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
St. Bonaventure,Cayden Charles,5,11,0.45454545454545453,11.043005813360963,12,0.9569941866390366,2,2,1.0,1.4397631060136147,2,0.5602368939863853,12.482768919374578,14,1.5172310806254217
St. Bonaventure,Joe Grahovac,0,2,0.0,2.0635425227920052,0,-2.0635425227920052,0,0,0.0,0.0,0,0.0,2.0635425227920052,0,-2.0635425227920052
St. Bonaventure,Dasonte Bowen,4,9,0.4444444444444444,9.077232850484975,10,0.9227671495150247,1,2,0.5,1.4397631060136147,1,-0.4397631060136147,10.51699595649859,11,0.4830040435014098
St. Bonaventure,Frank Mitchell,4,8,0.5,7.8515224680239,8,0.14847753197610025,3,4,0.75,2.8795262120272294,3,0.12047378797277064,10.73104868005113,11,0.26895131994887045
St. Bonaventure,Daniel Egbuniwe,6,10,0.6,10.134580721336867,13,2.8654192786631327,2,2,1.0,1.4397631060136147,2,0.5602368939863853,11.574343827350482,15,3.425656172649518
St. Bonaventure,Ilia Ermakov,5,8,0.625,7.907265735658115,12,4.092734264341885,0,0,0.0,0.0,0,0.0,7.907265735658115,12,4.092734264341885
St. Bonaventure,Darryl Simmons II,3,10,0.3,9.198437909493286,8,-1.1984379094932862,4,4,1.0,2.8795262120272294,4,1.1204737879727706,12.077964121520516,12,-0.07796412152051602
St. Bonaventure,Achille Lonati,0,1,0.0,1.0938465223986682,0,-1.0938465223986682,0,0,0.0,0.0,0,0.0,1.0938465223986682,0,-1.0938465223986682
St. Bonaventure,Andrew Osasuyi,1,1,1.0,1.077293019749086,2,0.922706980250914,0,0,0.0,0.0,0,0.0,1.077293019749086,2,0.922706980250914
Buffalo,Angelo Brizzi,4,7,0.5714285714285714,7.073831475893546,9,1.926168524106454,3,4,0.75,2.8795262120272294,3,0.12047378797277064,9.953357687920775,12,2.046642312079225
Buffalo,Ryan Sabol,8,15,0.5333333333333333,14.149036254273916,21,6.850963745726084,0,0,0.0,0.0,0,0.0,14.149036254273916,21,6.850963745726084
Buffalo,Noah Batchelor,2,7,0.2857142857142857,6.524111546698032,4,-2.524111546698032,1,2,0.5,1.4397631060136147,1,-0.4397631060136147,7.963874652711647,5,-2.963874652711647
Buffalo,Daniel Freitag,6,10,0.6,9.13426152457493,14,4.86573847542507,3,3,1.0,2.159644659020422,3,0.8403553409795781,11.293906183595352,17,5.706093816404648
Buffalo,Tim Oboh,3,4,0.75,3.76214080009783,6,2.23785919990217,0,0,0.0,0.0,0,0.0,3.76214080009783,6,2.23785919990217
Buffalo,Mikhail Pocknett,0,1,0.0,1.0564749738176709,0,-1.0564749738176709,0,0,0.0,0.0,0,0.0,1.0564749738176709,0,-1.0564749738176709
Buffalo,Derrick Talton Jr.,1,3,0.3333333333333333,2.602034654114272,2,-0.6020346541142718,0,0,0.0,0.0,0,0.0,2.602034654114272,2,-0.6020346541142718
Buffalo,Ezra McKenna,3,3,1.0,3.040015065188131,6,2.959984934811869,0,2,0.0,1.4397631060136147,0,-1.4397631060136147,4.479778171201746,6,1.5202218287982543
