Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Presbyterian,56,21,56,0.375,53.866099308976516,46,-7.86609930897652,10,16,0.625,11.518093612717676,10,-1.5180936127176765,65.3841929216942,56,-9.3841929216942
Wofford,63,20,68,0.29411764705882354,67.05947505584483,50,-17.059475055844832,13,18,0.7222222222222222,12.957855314307386,13,0.042144685692614425,80.01733037015222,63,-17.01733037015222
