Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
New Mexico State,75,28,66,0.42424242424242425,63.9928808457402,65,1.0071191542597977,10,13,0.7692307692307693,9.358460189088495,10,0.6415398109115047,73.3513410348287,75,1.6486589651713013
South Alabama,77,20,45,0.4444444444444444,43.76881713861035,45,1.231182861389652,32,39,0.8205128205128205,28.075380567265483,32,3.924619432734514,71.84419770587583,77,5.155802294124167
