Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
South Carolina State,72,25,57,0.43859649122807015,53.33174642284504,57,3.66825357715496,15,18,0.8333333333333334,12.957855314307384,15,2.0421446856926146,66.28960173715242,72,5.710398262847573
Samford,82,24,53,0.4528301886792453,56.59496554721217,58,1.4050344527878353,24,37,0.6486486486486487,26.635591479409626,24,-2.6355914794096256,83.2305570266218,82,-1.230557026621793
