Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Cal Poly,87,31,67,0.4626865671641791,71.81036237563454,75,3.1896376243654574,12,15,0.8,10.798212761922821,12,1.2017872380771786,82.60857513755737,87,4.391424862442635
Northern Arizona,93,33,63,0.5238095238095238,64.56852314884065,75,10.43147685115935,18,33,0.5454545454545454,23.756068076230207,18,-5.756068076230207,88.32459122507086,93,4.6754087749291395
