Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Coppin State,84,28,50,0.56,47.81745998051752,61,13.182540019482479,23,31,0.7419354838709677,22.316306374640497,23,0.6836936253595034,70.13376635515802,84,13.866233644841984
Loyola Maryland,95,31,55,0.5636363636363636,56.84990206816192,74,17.15009793183808,21,24,0.875,17.277140419076513,21,3.7228595809234863,74.12704248723844,95,20.872957512761566
