Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Duke,66,21,55,0.38181818181818183,55.113692365190076,51,-4.11369236519008,15,23,0.6521739130434783,16.557805109929863,15,-1.5578051099298618,71.67149747511995,66,-5.671497475119944
Michigan State,60,21,66,0.3181818181818182,61.08675865617542,50,-11.08675865617542,10,14,0.7142857142857143,10.078663979957307,10,-0.078663979957307,71.16542263613272,60,-11.165422636132728
