Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Tulsa,83,27,66,0.4090909090909091,65.18118757563758,62,-3.18118757563758,21,29,0.7241379310344828,20.876544673050788,21,0.12345532694921224,86.05773224868837,83,-3.0577322486883673
Kansas State,84,30,68,0.4411764705882353,67.81822275535181,65,-2.818222755351802,19,21,0.9047619047619048,15.117497866691949,19,3.882502133308051,82.93572062204376,84,1.0642793779562474
