Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Le Moyne,85,27,52,0.5192307692307693,48.09567039057153,68,19.904329609428473,17,20,0.85,14.397617015897094,17,2.6023829841029054,62.49328740646862,85,22.506712593531375
Ball State,96,31,66,0.4696969696969697,61.91482580959297,76,14.085174190407034,20,28,0.7142857142857143,20.156663822255933,20,-0.15666382225593334,82.0714896318489,96,13.928510368151098
