Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
North Carolina Central,66,21,48,0.4375,47.15951359114257,47,-0.15951359114257002,19,29,0.6551724137931034,20.876544673050788,19,-1.8765446730507884,68.03605826419337,66,-2.0360582641933593
NC State,114,37,64,0.578125,63.83013264450141,93,29.169867355498596,21,30,0.7,21.596425523845642,21,-0.5964255238456426,85.42655816834706,114,28.573441831652953
