Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Dartmouth,80,24,47,0.5106382978723404,47.16524416011348,60,12.834755839886519,20,23,0.8695652173913043,16.557275719156568,20,3.4427242808434304,63.72251987927005,80,16.277480120729948
Wyoming,93,36,68,0.5294117647058824,70.26515521163934,80,9.734844788360665,13,22,0.5909090909090909,15.837394166149762,13,-2.8373941661497613,86.1025493777891,93,6.897450622210901
