Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
USC,88,34,57,0.5964912280701754,55.511993536763825,77,21.488006463236175,11,18,0.6111111111111112,12.957855314307386,11,-1.9578553143073856,68.4698488510712,88,19.530151148928788
Arizona State,75,22,52,0.4230769230769231,51.399510318115105,52,0.6004896818848979,23,27,0.8518518518518519,19.436782971461078,23,3.563217028538922,70.83629328957619,75,4.16370671042382
