Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Cal State Bakersfield,60,21,49,0.42857142857142855,46.21024239507826,44,-2.2102423950782613,16,25,0.64,17.997614249923764,16,-1.9976142499237628,64.20785664500202,60,-4.2078566450020265
Ole Miss,82,29,66,0.4393939393939394,64.92511258412429,63,-1.9251125841242733,19,25,0.76,17.99761424992376,19,1.0023857500762376,82.92272683404804,82,-0.9227268340480373
