Team,Player,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Rider,Flash Burton,3,15,0.2,12.740957340801106,6,-6.740957340801106,3,4,0.75,2.879523403179419,3,0.12047659682058098,15.620480743980526,9,-6.620480743980526
Rider,Cole McCabe,2,4,0.5,4.233559215709275,4,-0.23355921570927496,0,0,0.0,0.0,0,0.0,4.233559215709275,4,-0.23355921570927496
Rider,Antwan Wilson,5,9,0.5555555555555556,8.795179367741689,13,4.204820632258311,0,0,0.0,0.0,0,0.0,8.795179367741689,13,4.204820632258311
Rider,Caleb Smith,1,7,0.14285714285714285,6.754804263471488,2,-4.754804263471488,0,0,0.0,0.0,0,0.0,6.754804263471488,2,-4.754804263471488
Rider,Mohamad Diallo,1,3,0.3333333333333333,3.0874295666465743,2,-1.0874295666465743,0,2,0.0,1.4397617015897095,0,-1.4397617015897095,4.527191268236284,2,-2.527191268236284
Rider,Jamir McNeil,0,1,0.0,1.068757314659474,0,-1.068757314659474,0,0,0.0,0.0,0,0.0,1.068757314659474,0,-1.068757314659474
Rider,AB Coulibaly,9,16,0.5625,15.173235671726268,20,4.8267643282737325,0,0,0.0,0.0,0,0.0,15.173235671726268,20,4.8267643282737325
Rider,Devean Williams,0,2,0.0,2.1517014446302385,0,-2.1517014446302385,0,0,0.0,0.0,0,0.0,2.1517014446302385,0,-2.1517014446302385
Rider,Shemani Fuller,2,3,0.6666666666666666,3.2343094506658527,4,0.7656905493341473,0,0,0.0,0.0,0,0.0,3.2343094506658527,4,0.7656905493341473
Rider,Davis Bynum,0,1,0.0,0.7562093085541779,0,-0.7562093085541779,1,2,0.5,1.4397617015897095,1,-0.4397617015897095,2.1959710101438876,1,-1.1959710101438876
Rider,Kristupas Kepežinskas,1,1,1.0,1.1548864085787252,3,1.8451135914212748,0,0,0.0,0.0,0,0.0,1.1548864085787252,3,1.8451135914212748
Quinnipiac,Asim Jones,5,8,0.625,8.18524004786306,12,3.8147599521369404,0,1,0.0,0.7198808507948548,0,-0.7198808507948548,8.905120898657914,12,3.0948791013420855
Quinnipiac,Amarri Monroe,6,14,0.42857142857142855,14.028313682573684,13,-1.0283136825736836,1,1,1.0,0.7198808507948548,1,0.28011914920514525,14.748194533368538,14,-0.7481945333685385
Quinnipiac,Jaden Zimmerman,8,14,0.5714285714285714,14.59835967299321,18,3.40164032700679,1,2,0.5,1.4397617015897095,1,-0.4397617015897095,16.038121374582918,19,2.961878625417082
Quinnipiac,Grant Randall,3,12,0.25,13.511414288513581,6,-7.511414288513581,0,0,0.0,0.0,0,0.0,13.511414288513581,6,-7.511414288513581
Quinnipiac,Spence Wewe,3,7,0.42857142857142855,7.170599396585543,6,-1.1705993965855432,0,0,0.0,0.0,0,0.0,7.170599396585543,6,-1.1705993965855432
Quinnipiac,Keith Mcknight,3,7,0.42857142857142855,7.455187035388559,7,-0.4551870353885592,4,4,1.0,2.879523403179419,4,1.120476596820581,10.334710438567978,11,0.6652895614320222
Quinnipiac,Nate Guerengomba,0,1,0.0,1.0443117471591479,0,-1.0443117471591479,0,0,0.0,0.0,0,0.0,1.0443117471591479,0,-1.0443117471591479
Quinnipiac,Tai Turnage,2,4,0.5,3.8724420280155805,4,0.12755797198441954,0,1,0.0,0.7198808507948548,0,-0.7198808507948548,4.592322878810435,4,-0.5923228788104353
Quinnipiac,Samson Reilly,0,3,0.0,3.6997428760018174,0,-3.6997428760018174,0,0,0.0,0.0,0,0.0,3.6997428760018174,0,-3.6997428760018174
