Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
American University,71,24,68,0.35294117647058826,67.94959249493074,60,-7.94959249493074,11,14,0.7857142857142857,10.078331911127966,11,0.9216680888720334,78.02792440605872,71,-7.027924406058708
Rutgers,80,25,53,0.4716981132075472,51.68762259996869,56,4.3123774000313135,24,30,0.8,21.596425523845642,24,2.4035744761543567,73.28404812381433,80,6.715951876185672
