Team,Score,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Louisville,80,29,70,0.4142857142857143,69.22116505974678,66,-3.2211650597467756,14,18,0.7777777777777778,12.957855314307386,14,1.0421446856926142,82.17902037405418,80,-2.1790203740541627
Arkansas,89,28,67,0.417910447761194,63.35872692118719,62,-1.3587269211871917,27,35,0.7714285714285715,25.195829777819917,27,1.804170222180084,88.55455669900711,89,0.445443300992892
